qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,ana_rank,data,hora_1,sex,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,muni_biggest_prob,politician_helped,edu_contas_rank,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,info_welfare,source_cred1,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,treat_quest,years_edu,race,religion,income,relative_wellbeing,pesq,hora_2,ana,accounts,acc_rejected,control,good_ana,good_accounts,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,acc_goodsurprise,acc_badsurprise,acc_nosurprise,list1,list2,carlos,flier,area1,area2,turnout,vote_choice,list_exp_vote,decision_factors,top3_1,top3_2,top3_3,govt_eval,pol_effort,pol_honesty,good_schools1,good_schools2,good_schools3,acc_rejected_posterior,ana_posterior,acc_backlash,ideb_heard,ideb_heard_from1,ideb_heard_from2,ideb_heard_from3,ideb_goal_met,received_flier,heard_others_flier,flier_openended1,flier_openended2,flier_openended3,vote_vig,uncertain_edu_eval,uncertain_acc_eval,uncertain_edu_open,uncertain_acc_open,edu_eval,acc_eval,vote_buying_list,vote_list,vig_treatment,valid_vote,vote_party,vote,vote_winner,vote_vig_strict,info_most_important,info_import,attrited,acc_correct,ana_correct,acc_anysurprise,competitiveness
1209,Flores,2605608,260560808000002,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,1603,Homem,47,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,A administração das contas do município,6,2,Bom,7,Bom,7,0,0,0,5,6,5,5,7,7,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),183,Seguro(a),Não,1,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,1619,0,1,1,0,1,1,0,0,1,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,contas do município,escolas municipais,1,2,3,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,NA,NA,4,4,4,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,0,53,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,1,O ensino é de qualidade/Professores qualificados,Investe em obras na cidade,4,4,1,1,0,1,PR,1,0,1,0,NA,0,0,71,1,0.8467159081883886
1210,Flores,2605608,260560808000002,(3) Educação,0,REJEIÇÃO,166,1309,1623,Homem,26,Nada interessado(a),0,1,1,Não,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,1,Igualmente importantes,3,2,Bom,6,Regular,6,0,0,0,3,2,5,4,7,7,4,2,4,Se ele consegue trazer benefícios e serviços para a população,Um panfleto de uma ONG,1,Inseguro(a),132,Seguro(a),Não,7,Branca,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)","De R$ 440,01 até R$ 880,00",Melhor,20,1640,1,0,1,0,0,0,0,0,0,0,1,6,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,2,2,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre o atual prefeito,NA,4,4,3,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,0,105,Não,Sim,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Falta de investimento na educação,Não houve desvio de verbas no seu mandato,3,4,0,1,1,1,PR,1,0,1,0,1,0,0,123,0,0.8467159081883886
1211,Flores,2605608,260560808000002,(1) Controle,0,REJEIÇÃO,166,1309,1642,Mulher,20,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,Igualmente importantes,5,3,Regular,7,Regular,5,1,0,0,2,4,3,4,7,7,1,1,4,Se ele se envolveu em corrupção,Uma pessoa influente da sua comunidade,1,Seguro(a),77,Seguro(a),Não,12,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,1657,0,0,1,1,0,0,1,0,0,1,0,5,0,0,1,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,2,2,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Os partidos ou coligações dos candidatos,NA,4,5,1,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,0,13,Não,Sim,Vizinho ou amigo,NA,NA,Sim,0,Não,NA,NA,NA,1,4,2,Investimento na educação,Tem contas em dia/contas aprovadas,4,4,0,0,1,1,PR,1,0,1,1,1,0,0,31,0,0.8467159081883886
1212,Flores,2605608,260560808000002,(3) Educação,0,REJEIÇÃO,166,1309,1700,Mulher,23,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,1,Crise econômica,0,Igualmente importantes,3,4,Péssimo,6,Ruim,7,0,0,1,5,5,6,4,7,7,1,2,4,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,0,Seguro(a),71,Seguro(a),Não,5,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,1715,1,0,1,0,0,1,1,0,0,1,0,6,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Educação,contas do município,escolas municipais,1,3,1,As políticas do meu candidato,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre o atual prefeito,NA,4,2,1,Ficar perto da sua casa,Ter professores bem formados,Ter professores bem pagos,1,105,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Falta de investimento na educação,Tem contas em dia/contas aprovadas,3,4,1,0,0,1,PSB,0,1,1,0,1,0,1,123,1,0.8467159081883886
1213,Flores,2605608,260560808000002,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,1721,Mulher,26,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,A administração das contas do município,7,2,Bom,7,Bom,7,0,0,1,4,3,4,3,7,7,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),185,Seguro(a),Não,5,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,1736,0,1,1,0,1,1,1,0,1,0,0,5,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,contas do município,escolas municipais,1,2,1,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,NA,5,5,1,Ter professores bem formados,Ser escola de tempo integral,Ter professores bem pagos,0,85,Não,Não,NA,NA,NA,Não,0,Não,NA,NA,NA,1,4,1,NS/NR,Tem contas em dia/contas aprovadas,4,5,0,1,0,1,PR,1,0,1,0,NA,0,0,103,1,0.8467159081883886
1214,Flores,2605608,260560808000002,(1) Controle,0,REJEIÇÃO,166,1309,1740,Mulher,56,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,1,Ótimo,7,Bom,4,0,0,1,2,5,6,7,7,7,1,1,4,Se ele foi acusado de cometer algum crime,Um debate entre os candidatos,0,Seguro(a),100,Seguro(a),Não,4,Parda,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Melhor,20,1754,0,0,1,1,0,1,1,0,0,0,0,5,0,1,0,NA,NA,NA,Educação,escolas municipais,contas do município,1,2,1,O caráter e a integridade do meu candidato,Os partidos ou coligações dos candidatos,Outro fator,NA,5,4,1,Ficar perto da sua casa,Ter professores bem formados,Ter professores bem pagos,0,13,NA,Sim,Vizinho ou amigo,NA,NA,Sim,1,Não,NA,NA,NA,1,4,2,O ensino é de qualidade/Professores qualificados,NA,5,4,0,0,0,1,PR,1,0,1,0,NA,0,0,31,1,0.8467159081883886
1215,Flores,2605608,260560808000002,(1) Controle,0,REJEIÇÃO,166,1309,1759,Homem,22,Pouco interessado(a),0,1,1,Não,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,A administração das escolas municipais,3,3,Regular,7,Regular,7,0,0,0,5,6,3,4,7,7,4,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,1,Seguro(a),97,Seguro(a),Não,8,Preta,Católica,"De R$ 440,01 até R$ 880,00",Pior,20,1812,0,0,1,1,0,0,0,1,0,0,0,5,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,3,1,O caráter e a integridade do meu candidato,O que aprendi durante a campanha sobre o atual prefeito,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,3,NA,4,Ter professores bem formados,Ser escola de tempo integral,Ficar perto da sua casa,0,21,NA,Não,NA,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,Falta de investimento na educação,NA,3,4,0,1,1,1,PSB,0,1,1,1,1,0,0,39,0,0.8467159081883886
1216,Flores,2605608,260560808000002,(3) Educação,0,REJEIÇÃO,166,1309,1815,Homem,40,Nada interessado(a),0,1,0,Não,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,1,Igualmente importantes,3,1,Ótimo,6,Ótimo,5,0,0,1,3,3,5,7,7,7,1,1,4,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,0,Seguro(a),47,Inseguro(a),Não,12,Parda,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Melhor,20,1825,1,0,1,0,0,1,0,0,0,1,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,escolas municipais,contas do município,1,2,2,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Conhecer pessoalmente algum candidato,NA,4,5,4,Ter professores bem formados,Ser escola de tempo integral,Ter professores bem pagos,0,17,Não,Sim,Vizinho ou amigo,NA,NA,Sim,1,Não,NA,NA,NA,1,4,1,NS/NR,NA,4,4,1,1,0,1,PR,1,0,1,1,1,0,0,35,1,0.8467159081883886
1249,Gameleira,2605905,260590505000002,(3) Educação,0,REJEIÇÃO,140,1309,1035,Mulher,29,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,3,3,Péssimo,7,Regular,7,0,0,0,5,6,7,5,7,7,1,1,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,1,Inseguro(a),185,Seguro(a),Não,12,Parda,Evangélica Pentecostal,"De R$ 1.760,01 até R$ 2.640,00",Igual,27,1047,1,0,1,0,1,0,1,0,1,0,0,2,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Educação,escolas municipais,contas do município,1,3,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,1,1,1,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,1,145,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NA,1,NA,1,0,0,1,PSB,0,1,0,0,0,0,1,179,0,0.8524986356903407
1250,Gameleira,2605905,260590505000002,(2) Gestão Financeira,0,REJEIÇÃO,140,1309,1050,Homem,20,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,A administração das contas do município,1,5,Péssimo,7,Péssimo,7,0,0,0,1,4,7,1,7,7,1,1,2,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,1,Seguro(a),185,Seguro(a),Não,12,Preta,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,27,1105,0,1,1,0,1,0,0,0,1,0,0,3,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.8524986356903407
1251,Gameleira,2605905,260590505000002,(1) Controle,0,REJEIÇÃO,140,1309,1009,Mulher,18,Pouco interessado(a),0,1,0,Não,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,1,5,Péssimo,7,Péssimo,7,0,0,0,1,1,7,1,7,7,1,4,2,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),93,Seguro(a),Não,10,Branca,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)","De R$ 440,01 até R$ 880,00",Melhor,27,1120,0,0,1,1,0,0,1,0,1,1,0,6,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,escolas municipais,contas do município,1,3,1,Benefícios para a comunidade,Conversas com amigos ou familiares,NA,NA,1,1,1,Ter acesso a Internet,Ter professores bem formados,NA,0,21,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NA,1,1,0,1,0,1,PSB,0,1,0,0,NA,0,0,65,0,0.8524986356903407
1252,Gameleira,2605905,260590505000002,(3) Educação,0,REJEIÇÃO,140,1309,1126,Homem,25,Pouco interessado(a),1,1,1,Sim,Marina Silva,1,Desemprego/combate ao desemprego,0,A administração das contas do município,1,5,Péssimo,7,Péssimo,7,1,1,0,5,4,5,1,7,7,1,4,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),153,Seguro(a),Sim,18,Parda,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,27,1137,1,0,1,0,1,0,0,0,1,1,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Educação,contas do município,escolas municipais,1,3,1,As políticas do meu candidato,O que aprendi durante a campanha sobre o atual prefeito,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,1,1,1,Ter professores bem formados,Ser escola de tempo integral,Ter bom desempenho em avaliações nacionais,1,149,Sim,Sim,Rede Social/Internet,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,Falta de investimento na educação,Atraso no pagamento dos funcionários,1,1,1,0,0,1,PSB,0,1,0,1,1,0,1,175,0,0.8524986356903407
1253,Gameleira,2605905,260590505000002,(1) Controle,0,REJEIÇÃO,140,1309,1156,Mulher,55,Nada interessado(a),1,1,0,Não,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,A administração das escolas municipais,7,2,Regular,7,Ótimo,7,1,0,0,4,6,5,7,6,6,1,4,1,Se ele consegue trazer benefícios e serviços para a população,Outra,1,Seguro(a),93,Seguro(a),Não,5,Branca,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,27,1205,0,0,1,1,0,0,1,1,0,0,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.8524986356903407
1254,Gameleira,2605905,260590505000002,(3) Educação,0,REJEIÇÃO,140,1309,1215,Mulher,23,Nada interessado(a),1,0,0,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,1,A administração das escolas municipais,1,3,Ruim,5,Regular,5,1,0,0,5,5,5,5,7,7,4,3,1,Se ele se envolveu em corrupção,Outra,0,Seguro(a),185,Seguro(a),Sim,12,Branca,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Melhor,27,1228,1,0,1,0,1,1,1,1,0,1,0,4,0,1,0,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,2,0,As políticas do meu candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,Conhecer pessoalmente algum candidato,1,2,1,Ter professores bem formados,Ter professores bem pagos,Ter bom desempenho em avaliações nacionais,0,93,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Atraso no pagamento dos professores,NS/NR,1,1,0,0,1,1,PR,0,0,0,0,1,0,0,137,1,0.8524986356903407
1255,Gameleira,2605905,260590505000002,(3) Educação,0,REJEIÇÃO,140,1309,1245,Mulher,42,Pouco interessado(a),1,1,1,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,1,Igualmente importantes,1,3,Regular,7,Regular,7,1,1,0,2,3,4,1,7,7,1,4,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,1,Seguro(a),93,Seguro(a),Sim,12,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,27,1255,1,0,1,0,0,0,1,0,0,0,0,5,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,3,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,1,1,1,Ter professores bem formados,Ser escola de tempo integral,Ter professores bem pagos,1,129,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NA,1,1,0,1,1,1,PSB,0,1,0,1,1,0,1,173,0,0.8524986356903407
1256,Gameleira,2605905,260590505000002,(3) Educação,0,REJEIÇÃO,140,1309,1300,Homem,56,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,1,5,Péssimo,7,Péssimo,7,1,0,0,1,7,7,1,7,7,1,1,2,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,1,Seguro(a),93,Seguro(a),Sim,5,Branca,Agnóstica,"De R$ 440,01 até R$ 880,00",Melhor,27,1310,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,3,2,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,1,1,1,Ter professores bem formados,Ter professores bem pagos,Ficar perto da sua casa,1,101,Não,NA,NA,NA,NA,NS/NR,1,Sim,NA,NA,NA,0,3,2,Falta de investimento na educação,NS/NR,4,1,0,0,1,1,PSB,0,1,0,1,1,0,1,145,0,0.8524986356903407
1257,Gameleira,2605905,260590505000002,(2) Gestão Financeira,0,REJEIÇÃO,140,1309,1316,Homem,58,Nada interessado(a),1,0,0,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,1,5,Péssimo,7,Péssimo,7,0,0,0,1,5,5,5,7,7,1,3,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),93,Seguro(a),Não,4,Parda,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,27,1345,0,1,1,0,0,0,0,0,1,1,0,4,0,0,1,NA,NA,NA,Gestão Financ.,contas do município,escolas municipais,1,3,2,O caráter e a integridade do meu candidato,NA,NA,NA,3,2,1,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,Ter acesso a Internet,0,185,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NS/NR,2,3,0,0,0,1,PSB,0,1,0,NA,NA,0,0,139,0,0.8524986356903407
1258,Gameleira,2605905,260590505000002,(1) Controle,0,REJEIÇÃO,140,1309,1333,Mulher,46,Nada interessado(a),1,0,0,Sim,Anulou o voto / votou em branco,0,Atraso no pagamento do funcionalismo público,0,A administração das contas do município,1,3,Regular,7,Péssimo,7,1,0,0,1,1,1,1,7,7,1,1,4,Se ele foi acusado de cometer algum crime,Uma pessoa influente da sua comunidade,1,Seguro(a),93,Seguro(a),Não,12,Parda,Testemunha de Jeová,"De R$ 440,01 até R$ 880,00",Pior,27,1345,0,0,1,1,0,0,1,0,1,0,0,5,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,escolas municipais,contas do município,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.8524986356903407
1259,Gameleira,2605905,260590505000002,(1) Controle,0,REJEIÇÃO,140,1309,1356,Mulher,59,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,1,A administração das contas do município,1,5,Péssimo,7,Péssimo,7,1,1,0,1,1,3,1,7,7,1,4,1,Se ele se envolveu em corrupção,Outra,1,Seguro(a),185,Seguro(a),Não,12,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Melhor,27,1311,0,0,1,1,1,0,1,0,1,1,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,3,2,As políticas do meu candidato,Os partidos ou coligações dos candidatos,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,1,1,1,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ser escola de tempo integral,0,185,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Faltam professores nas escolas,NA,1,1,1,1,1,1,PSB,0,1,0,0,1,0,0,139,0,0.8524986356903407
1260,Gameleira,2605905,260590505000002,(1) Controle,0,REJEIÇÃO,140,1309,1415,Homem,48,Interessado(a),1,1,0,Sim,Aécio Neves,1,Saúde/hospitais/postos de saúde,0,A administração das escolas municipais,7,1,Ótimo,7,Bom,7,1,0,1,7,5,7,7,7,7,1,1,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),89,Seguro(a),Não,4,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,27,1425,0,0,1,1,0,1,0,1,0,1,0,2,0,1,0,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8524986356903407
1261,Gameleira,2605905,260590505000002,(3) Educação,0,REJEIÇÃO,140,1309,1428,Mulher,35,Pouco interessado(a),1,1,0,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,0,Igualmente importantes,1,5,Péssimo,7,Péssimo,7,1,1,0,1,1,7,1,7,7,1,1,1,Nenhuma [NÃO LER],Um panfleto de uma ONG,1,Seguro(a),93,Seguro(a),Não,12,Branca,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,27,1440,1,0,1,0,0,0,1,0,0,0,1,2,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,2,1,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre candidatos da oposição,1,1,1,Ter acesso a Internet,Ter professores bem formados,Ter professores bem pagos,1,185,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,Falta de investimento na saúde,1,1,1,1,0,1,PR,0,0,0,0,0,0,1,139,0,0.8524986356903407
